Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,문제번호,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,비용($),예측답,정답여부,모델응답,프롬프트
위험물기능사,2015,5,화재 예방과 소화방법,10,과산화바륨과 물이 반응하였을 때 발생하는 것은?,text_only,,수소,산소,탄산가스,수성가스,2,151,GPT-4o,300,105,0,69.54,122.24,0.61,77,1,78,중간,0.000202,2,True,2,"문제: 과산화바륨과 물이 반응하였을 때 발생하는 것은?

선택지:
1. 수소
2. 산소
3. 탄산가스
4. 수성가스

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2006,1,위험물의 화학적 성질 및 취급,51,질산은 대부분의 금속을 부식시킨다. 다음 중 부식시키지 못하는 금속은?,text_only,,철,구리,은,백금,4,152,GPT-4o,300,106,0,69.74,124.78,2.54,78,1,79,중간,0.000205,4,True,4,"문제: 질산은 대부분의 금속을 부식시킨다. 다음 중 부식시키지 못하는 금속은?

선택지:
1. 철
2. 구리
3. 은
4. 백금

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2007,4,위험물의 화학적 성질 및 취급,35,과산화수소의 성질을 설명한 것 중 옳은 것은?,text_only,,분해해서 산소를 발생한다.,가장 안정한 화합물이다.,피부 접촉시 물과의 반응성 때문에 물로 씻는 것은 위험하다.,16%정도면 단독 폭발 위험이 있다.,1,153,GPT-4o,300,107,0,69.93,125.59,0.82,111,1,112,중간,0.000288,1,True,1,"문제: 과산화수소의 성질을 설명한 것 중 옳은 것은?

선택지:
1. 분해해서 산소를 발생한다.
2. 가장 안정한 화합물이다.
3. 피부 접촉시 물과의 반응성 때문에 물로 씻는 것은 위험하다.
4. 16%정도면 단독 폭발 위험이 있다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2009,2,위험물의 화학적 성질 및 취급,46,제4류 위험물의 일반적인 화재 예방방법이나 진압대책과 관련한 설명 중 틀린 것은?,text_only,o,인화점이 높은 석유류일수록 불연성가스를 봉입하여 혼합기체의 형성을 억제하여야 한다.,메틸알코올의 화재에는 내알코올 포를 사용하여 소화하는 것이 가장 효과적이다.,"물에 의한 냉각소화보다는 이산화탄소, 분말, 포에 의한 질식소화를 시도하는 것이 좋다.",중유탱크 화재의 경우 boil over 현상이 일어나 위험한 상황이 발생할 수 있다.,1,154,GPT-4o,300,108,0,70.13,127.23,1.64,189,1,190,중간,0.000483,1,True,1,"문제: 제4류 위험물의 일반적인 화재 예방방법이나 진압대책과 관련한 설명 중 틀린 것은?

선택지:
1. 인화점이 높은 석유류일수록 불연성가스를 봉입하여 혼합기체의 형성을 억제하여야 한다.
2. 메틸알코올의 화재에는 내알코올 포를 사용하여 소화하는 것이 가장 효과적이다.
3. 물에 의한 냉각소화보다는 이산화탄소, 분말, 포에 의한 질식소화를 시도하는 것이 좋다.
4. 중유탱크 화재의 경우 boil over 현상이 일어나 위험한 상황이 발생할 수 있다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2009,4,위험물의 화학적 성질 및 취급,54,자동화재탐지설비의 설치기준으로 옳지 않은 것은?,text_only,o,경계구역은 건축물의 최소 2개 이상의 층에 걸치도록 할 것,하나의 경계구역의 면적은 600m$^2$ 이하로 할 것,감지기는 지붕 또는 벽의 옥내에 면한 부분에 유효하게 화재의 발생을 감지할 수 있도록 설치할 것,비상전원을 설치할 것,1,155,GPT-4o,300,109,0,70.32,128.36,1.13,149,1,150,중간,0.000383,1,True,1,"문제: 자동화재탐지설비의 설치기준으로 옳지 않은 것은?

선택지:
1. 경계구역은 건축물의 최소 2개 이상의 층에 걸치도록 할 것
2. 하나의 경계구역의 면적은 600m$^2$ 이하로 할 것
3. 감지기는 지붕 또는 벽의 옥내에 면한 부분에 유효하게 화재의 발생을 감지할 수 있도록 설치할 것
4. 비상전원을 설치할 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2011,2,위험물의 화학적 성질 및 취급,56,제3류 위험물이 아닌 것은?,text_only,o,마그네슘,나트륨,칼륨,칼슘,1,156,GPT-4o,300,109,0,69.87,129.3,0.94,71,1,72,중간,0.000187,4,False,4,"문제: 제3류 위험물이 아닌 것은?

선택지:
1. 마그네슘
2. 나트륨
3. 칼륨
4. 칼슘

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2011,2,위험물의 화학적 성질 및 취급,34,오황화린이 물과 반응하였을 때 생성된 가스를 연소시키면 발생하는 독성이 있는 가스는?,text_only,,이산화질소,포스핀,염화수소,이산화황,4,157,GPT-4o,300,109,0,69.43,129.87,0.56,93,1,94,중간,0.000243,2,False,2,"문제: 오황화린이 물과 반응하였을 때 생성된 가스를 연소시키면 발생하는 독성이 있는 가스는?

선택지:
1. 이산화질소
2. 포스핀
3. 염화수소
4. 이산화황

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2011,2,위험물의 화학적 성질 및 취급,46,위험물안전관리법령에서 정의하는 '특수인화물'에 대한 설명으로 올바른 것은?,text_only,o,1기압에서 발화점이 150℃ 이상인 것,1기압에서 인화점이 40℃미만인 고체물질인 것,"1기압에서 인화점이 -20℃ 이하이고, 비점 40℃ 이하인 것","1기압에서 인화점이 21℃ 이상, 70℃ 미만인 가연성 물질인 것",3,158,GPT-4o,300,110,0,69.62,130.48,0.61,158,1,159,중간,0.000405,3,True,3,"문제: 위험물안전관리법령에서 정의하는 '특수인화물'에 대한 설명으로 올바른 것은?

선택지:
1. 1기압에서 발화점이 150℃ 이상인 것
2. 1기압에서 인화점이 40℃미만인 고체물질인 것
3. 1기압에서 인화점이 -20℃ 이하이고, 비점 40℃ 이하인 것
4. 1기압에서 인화점이 21℃ 이상, 70℃ 미만인 가연성 물질인 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2007,2,화재 예방과 소화방법,9,다음 중 자연발화의 위험성이 가장 낮은 것은?,text_only,,표면적이 넓은 것,열전도율이 큰 것,주위온도가 높은 것,다습한 환경인 것,2,159,GPT-4o,300,111,0,69.81,131.37,0.89,86,1,87,중간,0.000225,2,True,2,"문제: 다음 중 자연발화의 위험성이 가장 낮은 것은?

선택지:
1. 표면적이 넓은 것
2. 열전도율이 큰 것
3. 주위온도가 높은 것
4. 다습한 환경인 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2004,1,위험물의 화학적 성질 및 취급,59,소방법상 위험물 분류 할 때 니트로화합물류에 속하는 것은?,text_only,o,질산에틸[C$_2$H$_5$ONO$_2$],히드라진[N$_2$H$_4$],질산메틸 [CH$_3$ONO$_2$],피크르산[C$_6$H$_2$(OH)(NO$_2$)$_2$],4,160,GPT-4o,300,111,0,69.38,132.06,0.7,133,1,134,중간,0.000343,1,False,1,"문제: 소방법상 위험물 분류 할 때 니트로화합물류에 속하는 것은?

선택지:
1. 질산에틸[C$_2$H$_5$ONO$_2$]
2. 히드라진[N$_2$H$_4$]
3. 질산메틸 [CH$_3$ONO$_2$]
4. 피크르산[C$_6$H$_2$(OH)(NO$_2$)$_2$]

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2004,1,위험물의 화학적 성질 및 취급,31,다음 물질중 인화점이 가장 낮은 것은?,text_only,,경유,벤젠,에틸에테르,메틸알코올,3,161,GPT-4o,300,112,0,69.57,132.88,0.82,76,1,77,중간,0.0002,3,True,3,"문제: 다음 물질중 인화점이 가장 낮은 것은?

선택지:
1. 경유
2. 벤젠
3. 에틸에테르
4. 메틸알코올

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2015,5,화재 예방과 소화방법,2,다음 중 스프링클러 설비의 소화작용으로 가장 거리가 먼 것은?,text_only,,질식작용,희석작용,냉각작용,억제작용,4,162,GPT-4o,300,113,0,69.75,133.82,0.94,85,1,86,중간,0.000223,4,True,4,"문제: 다음 중 스프링클러 설비의 소화작용으로 가장 거리가 먼 것은?

선택지:
1. 질식작용
2. 희석작용
3. 냉각작용
4. 억제작용

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2006,4,화재 예방과 소화방법,7,다음 중 C.T.C 소화약제는?,text_only,,1취화 4불화 에탄,1취화 3불화 메탄,카본테트라클로라이드,1염화 1취화 메탄,3,163,GPT-4o,300,114,0,69.94,134.39,0.57,96,1,97,중간,0.00025,3,True,3,"문제: 다음 중 C.T.C 소화약제는?

선택지:
1. 1취화 4불화 에탄
2. 1취화 3불화 메탄
3. 카본테트라클로라이드
4. 1염화 1취화 메탄

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2013,2,위험물의 화학적 성질 및 취급,54,"위험물안전관리법령상 예방규정을 정하여야 하는 제조소등의 관계인은 위험물제조소등에 대하여 기술기준에 적합한지의 여부를 정기적으로 점검을 하여야 한다 . 법적최소 점검주기에 해당하는 것은? (단, 100만리터 이상의 옥외탱크저장소는 제외한다.)",text_only,o,주1회 이상,월1회 이상,6개월1회 이상,연1회 이상,4,164,GPT-4o,300,114,0,69.51,136.1,1.71,150,1,151,중간,0.000385,2,False,2,"문제: 위험물안전관리법령상 예방규정을 정하여야 하는 제조소등의 관계인은 위험물제조소등에 대하여 기술기준에 적합한지의 여부를 정기적으로 점검을 하여야 한다 . 법적최소 점검주기에 해당하는 것은? (단, 100만리터 이상의 옥외탱크저장소는 제외한다.)

선택지:
1. 주1회 이상
2. 월1회 이상
3. 6개월1회 이상
4. 연1회 이상

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2014,2,화재 예방과 소화방법,8,제5류 위험물의 화재시 소화방법에 대한 설명으로 옳은 것은?,text_only,o,가연성 물질로서 연소속도가 빠르므로 질식소화가 효과적이다.,할로겐화합물 소화기가 적응성이 있다.,CO$_2$ 및 분말소화기가 적응성이 있다.,다량의 주수에 의한 냉각소화가 효과적이다,4,165,GPT-4o,300,114,0,69.09,136.77,0.67,134,1,135,중간,0.000345,3,False,3,"문제: 제5류 위험물의 화재시 소화방법에 대한 설명으로 옳은 것은?

선택지:
1. 가연성 물질로서 연소속도가 빠르므로 질식소화가 효과적이다.
2. 할로겐화합물 소화기가 적응성이 있다.
3. CO$_2$ 및 분말소화기가 적응성이 있다.
4. 다량의 주수에 의한 냉각소화가 효과적이다

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2004,1,화재 예방과 소화방법,4,자연발화에 영향을 주는 인자 중 가장 영향을 적게 주는 것은?,text_only,,발열량,수분,열의 축적,미생물,4,166,GPT-4o,300,115,0,69.28,138.6,1.82,76,1,77,중간,0.0002,4,True,4,"문제: 자연발화에 영향을 주는 인자 중 가장 영향을 적게 주는 것은?

선택지:
1. 발열량
2. 수분
3. 열의 축적
4. 미생물

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2004,1,위험물의 화학적 성질 및 취급,49,"메탄올의 화학적, 물리적 성질을 잘못 설명한 것은?",text_only,,산화되면 포름알데히드가 된다.,비중이 0.8이므로 물과 층분리가 일어난다.,알칼리금속과 반응하여 수소를 발생시킨다.,완전연소시키면 물과 이산화탄소가 생성된다.,2,167,GPT-4o,300,116,0,69.46,140.14,1.54,128,1,129,중간,0.00033,2,True,2,"문제: 메탄올의 화학적, 물리적 성질을 잘못 설명한 것은?

선택지:
1. 산화되면 포름알데히드가 된다.
2. 비중이 0.8이므로 물과 층분리가 일어난다.
3. 알칼리금속과 반응하여 수소를 발생시킨다.
4. 완전연소시키면 물과 이산화탄소가 생성된다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2014,5,위험물의 화학적 성질 및 취급,39,과망간산칼륨의 위험성에 대한 설명으로 틀린 것은?,text_only,,황산과 격렬하게 반응한다.,유기물과 혼합 시 위험성이 증가한다.,고온으로 가열하면 분해하여 산소와 수소를 방출한다.,"목탄, 황 등 환원성 물질과 격리하여 저장해야 한다.",3,168,GPT-4o,300,117,0,69.64,140.65,0.51,122,1,123,중간,0.000315,3,True,3,"문제: 과망간산칼륨의 위험성에 대한 설명으로 틀린 것은?

선택지:
1. 황산과 격렬하게 반응한다.
2. 유기물과 혼합 시 위험성이 증가한다.
3. 고온으로 가열하면 분해하여 산소와 수소를 방출한다.
4. 목탄, 황 등 환원성 물질과 격리하여 저장해야 한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2001,4,화재 예방과 소화방법,18,다음 물질 중 유리용기(갈색)에 장기간 보존할 수 없는 위험물은?,text_only,,과산화수소,니트로글리세린,피크린산,니트로 셀룰로오스,2,169,GPT-4o,300,118,0,69.82,141.23,0.57,95,1,96,중간,0.000247,2,True,2,"문제: 다음 물질 중 유리용기(갈색)에 장기간 보존할 수 없는 위험물은?

선택지:
1. 과산화수소
2. 니트로글리세린
3. 피크린산
4. 니트로 셀룰로오스

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2008,1,화재 예방과 소화방법,19,NaHCO$_3$와 Al$_2$(SO$_4$)$_3$로 되어 있는 것은?,text_only,,산·알칼리소화기,드라이케미컬소화기,이산화탄소소화기,포말소화기,4,170,GPT-4o,300,118,0,69.41,141.92,0.69,99,1,100,중간,0.000258,2,False,2,"문제: NaHCO$_3$와 Al$_2$(SO$_4$)$_3$로 되어 있는 것은?

선택지:
1. 산·알칼리소화기
2. 드라이케미컬소화기
3. 이산화탄소소화기
4. 포말소화기

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2003,4,위험물의 화학적 성질 및 취급,32,다음 물질 중 인화점이 상온 이상인 것은?,text_only,,경유,이황화탄소,산화프로필렌,디에틸에테르,1,171,GPT-4o,300,119,0,69.59,142.73,0.82,79,1,80,중간,0.000208,1,True,1,"문제: 다음 물질 중 인화점이 상온 이상인 것은?

선택지:
1. 경유
2. 이황화탄소
3. 산화프로필렌
4. 디에틸에테르

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2001,4,화재 예방과 소화방법,14,분말소화기에 사용되는 소화약제 주성분으로 틀린 것은?,text_only,,인산암모늄,황산나트륨,탄산수소나트륨,탄산수소칼륨,2,172,GPT-4o,300,120,0,69.77,143.86,1.13,93,1,94,중간,0.000243,2,True,2,"문제: 분말소화기에 사용되는 소화약제 주성분으로 틀린 것은?

선택지:
1. 인산암모늄
2. 황산나트륨
3. 탄산수소나트륨
4. 탄산수소칼륨

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2014,4,위험물의 화학적 성질 및 취급,56,위험물의 지정수량이 틀린 것은?,text_only,o,과산화칼륨 : 50kg,질산나트륨 : 50kg,과망간산나트륨 : 1000kg,중크롬산암모늄 : 1000kg,2,173,GPT-4o,300,121,0,69.94,144.46,0.6,105,1,106,중간,0.000273,2,True,2,"문제: 위험물의 지정수량이 틀린 것은?

선택지:
1. 과산화칼륨 : 50kg
2. 질산나트륨 : 50kg
3. 과망간산나트륨 : 1000kg
4. 중크롬산암모늄 : 1000kg

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2008,1,위험물의 화학적 성질 및 취급,60,위험물안전관리법에서 규정하는 질산은 그 비중이 최소 얼마 이상인 것을 말하는가?,text_only,o,1.29,1.39,1.49,1.59,3,174,GPT-4o,300,121,0,69.54,145.08,0.62,88,1,89,중간,0.00023,2,False,2,"문제: 위험물안전관리법에서 규정하는 질산은 그 비중이 최소 얼마 이상인 것을 말하는가?

선택지:
1. 1.29
2. 1.39
3. 1.49
4. 1.59

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2016,2,위험물의 화학적 성질 및 취급,36,다음 중 분자량이 가장 큰 위험물은?,text_only,,과염소산,과산화수소,질산,히드라진,1,175,GPT-4o,300,122,0,69.71,145.71,0.63,74,1,75,중간,0.000195,1,True,1,"문제: 다음 중 분자량이 가장 큰 위험물은?

선택지:
1. 과염소산
2. 과산화수소
3. 질산
4. 히드라진

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2009,1,위험물의 화학적 성질 및 취급,60,지정수량의 1/10 을 초과하는 위험물을 혼재할 수 없는 경우는?,text_only,o,제1류 위험물과 제6류 위험물,제2류 위험물과 제4류 위험물,제4류 위험물과 제5류 위험물,제5류 위험물과 제3류 위험물,4,176,GPT-4o,300,122,0,69.32,147.8,2.09,112,1,113,중간,0.00029,1,False,1,"문제: 지정수량의 1/10 을 초과하는 위험물을 혼재할 수 없는 경우는?

선택지:
1. 제1류 위험물과 제6류 위험물
2. 제2류 위험물과 제4류 위험물
3. 제4류 위험물과 제5류 위험물
4. 제5류 위험물과 제3류 위험물

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2011,4,위험물의 화학적 성질 및 취급,60,에테르(ether)의 일반식으로 옳은 것은?,text_only,,ROR,RCHO,RCOR,RCOOH,1,177,GPT-4o,300,123,0,69.49,148.35,0.55,69,1,70,중간,0.000183,1,True,1,"문제: 에테르(ether)의 일반식으로 옳은 것은?

선택지:
1. ROR
2. RCHO
3. RCOR
4. RCOOH

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2002,3,화재 예방과 소화방법,9,위험물을 취급함에 있어서 정전기를 유효하게 제거할 수 있는 설비에 해당되지 않는 것은?,text_only,o,공기중화법,공기를 이온화하는 방법,접지에 의한방법,습도유지법,1,178,GPT-4o,300,124,0,69.66,148.96,0.61,95,1,96,중간,0.000247,1,True,1,"문제: 위험물을 취급함에 있어서 정전기를 유효하게 제거할 수 있는 설비에 해당되지 않는 것은?

선택지:
1. 공기중화법
2. 공기를 이온화하는 방법
3. 접지에 의한방법
4. 습도유지법

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2003,1,위험물의 화학적 성질 및 취급,37,단독으로는 마찰 충격에 둔감하나 금속염으로 했을 때 폭발이 쉬운 것은?,text_only,,피크린산,질산에틸,강질화면,T.N.T,1,179,GPT-4o,300,125,0,69.83,149.71,0.75,90,1,91,중간,0.000235,1,True,1,"문제: 단독으로는 마찰 충격에 둔감하나 금속염으로 했을 때 폭발이 쉬운 것은?

선택지:
1. 피크린산
2. 질산에틸
3. 강질화면
4. T.N.T

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2012,4,화재 예방과 소화방법,16,물의 소화능력을 강화시키기 위해 개발된 것으로 한냉지 또는 겨울철에도 사용할 수 있는 소화기에 해당하는 것은?,text_only,,산.알칼리 소화기,강화액 소화기,포 소화기,할로겐화물 소화기,2,180,GPT-4o,300,126,0,70.0,150.39,0.68,104,1,105,중간,0.00027,2,True,2,"문제: 물의 소화능력을 강화시키기 위해 개발된 것으로 한냉지 또는 겨울철에도 사용할 수 있는 소화기에 해당하는 것은?

선택지:
1. 산.알칼리 소화기
2. 강화액 소화기
3. 포 소화기
4. 할로겐화물 소화기

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2015,1,화재 예방과 소화방법,19,위험물안전관리법령에 따른 스프링클러헤드의 설치방법에 대한 설명으로 옳지 않은 것은?,text_only,o,"개방형헤드는 반사판으로부터 하방으로 0.45m, 수평방향으로 0.3m 공간을 보유할 것","폐쇄형헤드는 가연성물질 수납부분에 설치 시 반사판으로부터 하방으로 0.9m, 수평방향으로 0.4m의 공간을 확보할 것",폐쇄형헤드 중 개구부에 설치하는 것은 당해 개구부의 상단으로부터 높이 0.15m 이내의 벽면에 설치할 것,폐쇄형헤드설치 시 급배기용 덕트의 긴변의 길이가 1.2m를 초과하는 것이 있는 경우에는 당해 덕트의 윗부분에도 헤드를 설치할 것,4,181,GPT-4o,300,126,0,69.61,151.14,0.75,245,1,246,중간,0.000623,2,False,2,"문제: 위험물안전관리법령에 따른 스프링클러헤드의 설치방법에 대한 설명으로 옳지 않은 것은?

선택지:
1. 개방형헤드는 반사판으로부터 하방으로 0.45m, 수평방향으로 0.3m 공간을 보유할 것
2. 폐쇄형헤드는 가연성물질 수납부분에 설치 시 반사판으로부터 하방으로 0.9m, 수평방향으로 0.4m의 공간을 확보할 것
3. 폐쇄형헤드 중 개구부에 설치하는 것은 당해 개구부의 상단으로부터 높이 0.15m 이내의 벽면에 설치할 것
4. 폐쇄형헤드설치 시 급배기용 덕트의 긴변의 길이가 1.2m를 초과하는 것이 있는 경우에는 당해 덕트의 윗부분에도 헤드를 설치할 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2008,5,위험물의 화학적 성질 및 취급,59,다음 중 제2류 위험물이 아닌 것은?,text_only,o,적린,황린,유황,황화린,2,182,GPT-4o,300,126,0,69.23,152.15,1.01,65,1,66,중간,0.000173,3,False,3,"문제: 다음 중 제2류 위험물이 아닌 것은?

선택지:
1. 적린
2. 황린
3. 유황
4. 황화린

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2009,1,위험물의 화학적 성질 및 취급,49,다음 중 물에 녹지 않는 인화성 액체는?,text_only,,벤젠,아세톤,메틸알코올,아세트알데히드,1,183,GPT-4o,300,127,0,69.4,152.66,0.51,80,1,81,중간,0.00021,1,True,1,"문제: 다음 중 물에 녹지 않는 인화성 액체는?

선택지:
1. 벤젠
2. 아세톤
3. 메틸알코올
4. 아세트알데히드

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2013,1,화재 예방과 소화방법,13,위험물안전관리법령에 따라 옥내소화전설비를 설치할 때 배관의 설치기준에 대한 설명으로 옳지 않은 것은?,text_only,o,배관용 탄소 강관(KS D 3507)을 사용할 수 있다.,주 배관의 입상관 구경은 최소 60mm 이상으로 한다.,펌프를 이용한 가압송수장치의 흡수관은 펌프마다 전용으로 설치한다.,원칙적으로 급수배관은 생활용수배관과 같이 사용 할 수 없으며 전용배관으로만 사용한다.,2,184,GPT-4o,300,128,0,69.57,153.35,0.69,172,1,173,중간,0.00044,2,True,2,"문제: 위험물안전관리법령에 따라 옥내소화전설비를 설치할 때 배관의 설치기준에 대한 설명으로 옳지 않은 것은?

선택지:
1. 배관용 탄소 강관(KS D 3507)을 사용할 수 있다.
2. 주 배관의 입상관 구경은 최소 60mm 이상으로 한다.
3. 펌프를 이용한 가압송수장치의 흡수관은 펌프마다 전용으로 설치한다.
4. 원칙적으로 급수배관은 생활용수배관과 같이 사용 할 수 없으며 전용배관으로만 사용한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2013,2,화재 예방과 소화방법,12,유류화재 소화 시 분말 소화약제를 사용할 경우 소화 후에 재발화 현상이 가끔씩 발생할수 있다. 다음중 이러한 현상을 예방하기 위하여 병용하여 사용하면 가장 효과적인 표소화약제는?,text_only,,단백포 소화약제,수성막포 소화약제,알코올형포 소화약제,합성계면활성제포 소화약제,2,185,GPT-4o,300,129,0,69.73,154.19,0.84,138,1,139,중간,0.000355,2,True,2,"문제: 유류화재 소화 시 분말 소화약제를 사용할 경우 소화 후에 재발화 현상이 가끔씩 발생할수 있다. 다음중 이러한 현상을 예방하기 위하여 병용하여 사용하면 가장 효과적인 표소화약제는?

선택지:
1. 단백포 소화약제
2. 수성막포 소화약제
3. 알코올형포 소화약제
4. 합성계면활성제포 소화약제

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2015,1,위험물의 화학적 성질 및 취급,42,다음 중 발화점이 가장 낮은 것은?,text_only,,이황화탄소,산화프로필렌,휘발유,메탄올,1,186,GPT-4o,300,130,0,69.89,155.15,0.96,74,1,75,중간,0.000195,1,True,1,"문제: 다음 중 발화점이 가장 낮은 것은?

선택지:
1. 이황화탄소
2. 산화프로필렌
3. 휘발유
4. 메탄올

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2006,3,화재 예방과 소화방법,14,점화원을 가까이 댔을 때 연소형태가 시작되는 최저온도는?,text_only,,연소점,발화점,인화점,분해점,3,187,GPT-4o,300,131,0,70.05,155.81,0.66,81,1,82,중간,0.000213,3,True,3,"문제: 점화원을 가까이 댔을 때 연소형태가 시작되는 최저온도는?

선택지:
1. 연소점
2. 발화점
3. 인화점
4. 분해점

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2011,5,화재 예방과 소화방법,15,위험물제조소등에 설치하여야 하는 자동화재탐지설비의 설치기준에 대한 설명 중 틀린 것은?,text_only,o,자동화재탐지설비의 경계구역은 건축물 그 밖의 공작물의 2 이상의 층에 걸치도록 할 것,하나의 경계구역에서 그 한 변의 길이는 50m(광전식분리형 감지기를 설치할 경우에는 100m) 이하로 할 것,자동화재탐비설비의 감지기는 지붕 또는 벽의 옥내에 면한 부분에 유효하게 화재의 발생을 감지할 수 있도록 설치할 것,자동화재탐지설비에는 비상전원을 설치할 것,1,188,GPT-4o,300,132,0,70.21,156.67,0.86,210,1,211,중간,0.000535,1,True,1,"문제: 위험물제조소등에 설치하여야 하는 자동화재탐지설비의 설치기준에 대한 설명 중 틀린 것은?

선택지:
1. 자동화재탐지설비의 경계구역은 건축물 그 밖의 공작물의 2 이상의 층에 걸치도록 할 것
2. 하나의 경계구역에서 그 한 변의 길이는 50m(광전식분리형 감지기를 설치할 경우에는 100m) 이하로 할 것
3. 자동화재탐비설비의 감지기는 지붕 또는 벽의 옥내에 면한 부분에 유효하게 화재의 발생을 감지할 수 있도록 설치할 것
4. 자동화재탐지설비에는 비상전원을 설치할 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2015,2,위험물의 화학적 성질 및 취급,56,다음 물질 중 위험물 유별에 따른 구분이 나머지 셋과 다른 하나는?,text_only,o,질산은,질산메틸,무수크롬산,질산암모늄,2,189,GPT-4o,300,133,0,70.37,157.36,0.69,89,1,90,중간,0.000232,2,True,2,"문제: 다음 물질 중 위험물 유별에 따른 구분이 나머지 셋과 다른 하나는?

선택지:
1. 질산은
2. 질산메틸
3. 무수크롬산
4. 질산암모늄

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
위험물기능사,2004,4,위험물의 화학적 성질 및 취급,43,다음은 황린의 성상을 고려한 취급시 주의사항에 대한 설명이다. 관계 없는 것은?,text_only,,산화제와의 접촉을 피할 것,물의 접촉을 피할 것,화기의 접근을 피할 것,고온을 피할 것,2,190,GPT-4o,300,134,0,70.53,157.92,0.56,102,1,103,중간,0.000265,2,True,2,"문제: 다음은 황린의 성상을 고려한 취급시 주의사항에 대한 설명이다. 관계 없는 것은?

선택지:
1. 산화제와의 접촉을 피할 것
2. 물의 접촉을 피할 것
3. 화기의 접근을 피할 것
4. 고온을 피할 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
