ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,예측답,정답여부,모델응답
114,방재기사,2022,2,방재사업,88,방재시설의 유지?관리 평가항목?기준 및 평가방법 등에 관한 고시상 행정안전부장관이 재난책임기관장의 유지관리를 평가해야 하는 방재시설이 아닌 것은?,text_only,O,소하천시설 중 수문,도로시설 중 공동구,어항시설 중 물양장,하천시설 중 관측시설,3,Claude 3.5 Sonnet,136,69,18,60.53,121.92,1.07,23640,2275,25915,중간,3,True,3
115,방재기사,2021,2,방재사업,84,집중호우 시 유출토사를 인위적으로 퇴적시켜 유입을 억제하는 침사지 시설의 구성요소가 아닌 것은?,text_only,,침전부,홍수조절부,자연배수부,퇴사저류부,3,Claude 3.5 Sonnet,136,69,18,60.0,122.79,1.07,23782,2280,26062,중간,2,False,2
116,방재기사,2022,2,방재시설,25,자연재해저감 종합계획 세부수립기준상 인문현황에 관한 사항으로 틀린 것은?,text_only,O,"인문현황에는 인구현황, 산업현황, 문화재현황 등을 기술한다.",인구현황 조사중 재해취약인구는 만18세 미만의 청소년과 만65세 이상의 노인을 포함한다.,산업현황은 산업체의 현황 및 분포를 제시하여 인명피해 및 재산피해 예상 활용한다.,인문현황 조사는 자연재해 발생원인과 피해규모에 영향을 미치는 인문적인 요인을 조사?분석하여 위험지구 선정 및 저감대책 수립의 기초자료로 활용할수있도록 수행되어야한다.,2,Claude 3.5 Sonnet,136,69,18,59.48,124.27,1.07,24104,2285,26389,중간,1,False,1
117,방재기사,2020,3,방재시설,34,지형현황 조사를 위한 분석항목에 해당하지 않는 것은?,text_only,,지질분석,표고분석,질·성토 사면분석,경사분석,1,Claude 3.5 Sonnet,136,69,18,58.97,125.13,1.07,24218,2290,26508,중간,3,False,3
118,방재기사,2021,3,재해대책,80,자연재해 저감대책 수립 시 공간적 구분의 순서로 맞는 것은?,text_only,,위험지구단위 → 수계단위 → 전 지역단위,전 지역단위 → 수계단위 → 위험지구단위,수계단위 → 위험지구단위 → 전 지역단위,전 지역단위 → 위험지구단위 → 수계단위,2,Claude 3.5 Sonnet,136,70,18,59.32,126.02,1.07,24404,2295,26699,중간,2,True,2
119,방재기사,2020,3,재난관리,6,대규모 복합재난 대응훈련 기본지침상 도상훈련에 관한 설명으로 틀린것?,text_only,O,"대표적인 도상훈련 참여자는 복합재난 대응훈련준비단의 구성원들로 주관기관 훈련부서,유관기관 훈련실무자, 고위직 공무원등이다.","보통 도상훈련은 개념의 이해를 돕고, 장단점을 식별하며, 태도의 변화를 이끌어내기 위한 목적으로 실행한다.",훈련주관 기관장이 소속기관 등의 직원에게 핵심적인 주요과제를 사전에 부여하여 실시한다.,도상훈련방법은 기본과정과 전문과정이 있다.,3,Claude 3.5 Sonnet,136,71,18,59.66,126.86,1.07,24717,2300,27017,중간,3,True,3
120,방재기사,2019,5,방재시설,35,사면재해 피해저감을 위한 보호공법적용으로 틀린 것은?,text_only,,성토사면에 씨드스프레이 공법을 적용하였다.,절토사면에 씨드스프레이 공법을 적용하였다.,암반사면에 철망을 설치하고 녹생토(건식)공법을 적용하였다.,암반사면에 줄떼와 평떼공법을 병행하여 적용하였다.,4,Claude 3.5 Sonnet,136,72,18,60.0,127.71,1.06,24922,2305,27227,중간,4,True,4
121,방재기사,2019,5,방재시설,34,자연재해저감종합계획 수립시 연도별 피해현황 조사항목으로 틀린 것은?,text_only,,연도별 시설물별 피해액 현황,연도별 시설물별 복구비 현황,연도별 피해시설의 종류,연도별 연강수량,4,Claude 3.5 Sonnet,136,72,18,59.5,128.68,1.06,25074,2310,27384,중간,3,False,3
122,방재기사,2021,2,재해분석,47,빗물펌프장의 용량부족으로 인한 침수발생 시 개선대책이 아닌 것은?,text_only,,하수관거 신규설치,빗물펌프의 용량 증설,빗물펌프장과 연결된 유수지역 용량 증설,고지배수로 설치에 따른 고지 및 저지유역분리,1,Claude 3.5 Sonnet,136,73,18,59.84,130.0,1.07,25246,2315,27561,중간,1,True,1
123,방재기사,2019,5,재난관리,14,재난 및 안전관리 기본법령상 다중이용시설 등의 위기상황 매뉴얼에 따라 주기적 훈련의 의무를 가지는 사람은?,text_only,O,"소유자, 관리자, 점유자",행정안전부장관,재난관리주관기관장,"시장, 군수, 구청장",1,Claude 3.5 Sonnet,136,74,18,60.16,130.73,1.06,25413,2320,27733,중간,1,True,1
124,방재기사,2019,5,방재사업,83,"긴급보수를 위하여 대량의 콘크리트를 연속해서 타설할 경우, 이미 친콘크리트가 경화를 시작한 후 그 위에 타설한 콘크리트 일체가 되지 않고 불연속상태로 된다. 이 불연속면의 명칭은?",text_only,,시공이음,신축이음,수축이음,콜드 조인트,4,Claude 3.5 Sonnet,136,75,18,60.48,131.63,1.06,25601,2325,27926,중간,4,True,4
125,방재기사,2021,3,방재사업,81,방재시설 지반계측계획 수립시 계측위치의 선정조건과 가장 거리가 먼 것은?,text_only,,주변에 특수시설이 있는 지점,설계와 시공면에서 대표적인 지점,비교적 단순하고 대표적인 지반상태를 갖는 지점,기기의 설치와 계측이 용이하며 공사에 지장을 적게 주는 지점,1,Claude 3.5 Sonnet,136,75,18,60.0,132.46,1.06,25797,2330,28127,중간,3,False,3
126,방재기사,2020,3,방재사업,84,자연재해대책법령상 방재시설의 정기적인 유지·관리 평가는 연 몇회 실시하는가?,text_only,O,1회,2회,3회,4회,1,Claude 3.5 Sonnet,136,75,18,59.52,133.52,1.06,25912,2335,28247,중간,2,False,2
127,방재기사,2022,2,재해분석,56,방재성능 개선대책 수립시 고려하여야하는 방재시설물의 특성에 관한 설명으로 틀린 것은?,text_only,,기능성이란 방재시설물이 재해경감에 어떠한 기능과 역할을 담당하고 있는 지를 분석?평가하는 것이다.,"안정성이란 재해로 인한 안전확보여부 및 재해재발방지여부를 정성적, 정량적으로 평가하는 것이다.","시공성이란 방재시설물에 최적화된 기획, 설계, 유지관리등에 이르기 위한 시공능력을 평가하는 것이다.",경제성이란 방재시설물의 붕괴시 인명?재산등의 돌이킬 수 없는 피해가 따르므로 가능한 한 재해복구비용을 감소시킬수 있는 정도를 평가하는 것이다.,4,Claude 3.5 Sonnet,136,75,18,59.06,134.31,1.06,26270,2340,28610,중간,3,False,3
128,방재기사,2021,3,재해대책,71,조건을 활용하였을 때 원단위법에 의한 연간 토사유출량(m$^3$/year)은?\n\n[조건]\n 유역면적 5km$^2$\n 토사유출 원단위: 2m/ha/year,text_only,,10,100,500,1000,4,Claude 3.5 Sonnet,136,75,19,58.59,136.43,1.07,26417,2440,28857,중간,N/A,False,"4

풀이:
1) 유역면적을 ha 단위로 변환
   * 5km² = 500ha (1km² = 100ha)

2) 연간 토사유출량 계산
   * 토사유출량 = 유역면적(ha) × 토사유출 원단위(m/ha/year)
   * ="
129,방재기사,2019,5,방재시설,24,"재해복구사업의 효과성, 경제성을 평가하는 경우 포함해야하는 사항이 아닌 것은?",text_only,,지역경제의발전성,신기술의적용성,지역주민생활환경쾌적성,재해저감성,2,Claude 3.5 Sonnet,136,76,19,58.91,137.56,1.07,26558,2445,29003,중간,2,True,2
130,방재기사,2020,3,재난관리,20,일반자산의 총 직접피해액 산출 시 고려되지 않는 것은?,text_only,,연평균피해액,일반자산피해액,인명피해액,일반자산 피해액에 대한 공공시설물의 비율,1,Claude 3.5 Sonnet,136,76,19,58.46,138.51,1.07,26692,2450,29142,중간,3,False,3
131,방재기사,2022,2,방재사업,98,자연재해위험개선지구 관리지침상 다차원법의 농작물 피해액 산정에 필요한 요인이 아닌 것은?,text_only,O,침수심,매몰지역(m$^2$),농작물자산가치(원),침수시간별 피해율(%),2,Claude 3.5 Sonnet,136,76,19,58.02,139.36,1.06,26842,2455,29297,중간,4,False,4
132,방재기사,2021,2,재해대책,71,"표와 같이 소유역 Ⅰ,Ⅱ,Ⅲ 으로 나누어진 유역면적과 유출계수를 가진유역의 전체 홍수량을 평균 유출계수를 계산하여 합리식으로 산정한 값은 얼마인가? (단, 유역의 평균강우강도 = 100 mm/hr이다.)\n\n| 소유역 | 면적(km$^2$) | 유출계수 |\n|---------|----------|----------|\n| I | 1.0 | 0.5 |\n| II | 0.6 | 0.7 |\n| III | 0.4 | 0.9 |",text_only,,17.78m$^3$/s,19.45m$^3$/s,85.56m$^3$/s,38.90m$^3$/s,3,Claude 3.5 Sonnet,136,76,20,57.58,141.32,1.07,27154,2555,29709,중간,N/A,False,"풀이과정:
1) 평균 유출계수(C) 계산:
   * C = (C₁A₁ + C₂A₂ + C₃A₃)/(A₁ + A₂ + A₃)
   * C = (0.5×1.0 + 0.7×0.6 + 0.9×0"
133,방재기사,2020,3,재해분석,42,재해복구사업 분석 및 평가에서 재해저감성평가에 관한 설명으로 틀린것은?,text_only,,"평가대상 유역 또는 수계단위, 지구단위로 평가를 한다.",복구사업의 적절성 및 재해저감효과에 대해 평가한다.,"복구사업으로 인한 단기효과와 중,장기 효과를 평가한다.","지구단위로 하천재해,토사재해, 사면재해,연안해재,바람재해 기타재해 등에 대해 평가한다.",3,Claude 3.5 Sonnet,136,77,20,57.89,142.18,1.07,27394,2560,29954,중간,3,True,3
134,방재기사,2022,2,방재사업,99,소규모 개발사업의 우수유출저감시설 계획에서 개발에 따른 불투수면적이 12000m$^2$이 증가되었다 개발에 따른 유출량(m$^3$)은?,text_only,,120,600,1200,6000,2,Claude 3.5 Sonnet,136,77,21,57.46,144.61,1.08,27536,2660,30196,중간,N/A,False,"3

풀이:
1) 개발에 따른 유출량 계산식
   - 유출량(m³) = 불투수면적(m²) × 설계강우(m)
   - 설계강우는 0.1m(100mm) 적용

2) 계산
   - 불투수면적: 12,000m²"
135,방재기사,2022,2,방재사업,100,"사방사업법령상 사방시설의 점검에 관한 사항으로 ( )에 알맞은 기준은?\n\n사방시설의 정기점검은 1년에 1회이상 실시한다 다만, 준공 후 5년 이상 10년 미하이 기간이 지난 사방시설의 경우에는 ( )년마다 실시할수 있다.",text_only,O,1,2,3,5,2,Claude 3.5 Sonnet,136,78,21,57.78,145.52,1.08,27726,2665,30391,중간,2,True,2
136,방재기사,2022,2,방재사업,94,시설물의 안전 및 유지관리에 관한 특별법령상 각 안전등급의 정밀안전진단 실시 시기로 옳은 것은?,text_only,O,A등급: 3년에 1회이상,B등급: 4년에 1회이상,C등급: 5년에 1회이상,D등급: 6년에 1회이상,3,Claude 3.5 Sonnet,136,78,21,57.35,146.39,1.08,27893,2670,30563,중간,4,False,4
